# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-t" "exon" "-g" "gene_id" "-s" "2" "-a" "/mnt/d/BioInf/Task_2/Reference_genome/Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.62.gtf" "-o" "/mnt/d/BioInf/Task_2/Quantification_results/SRR10408675/counts.txt" "/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam
gene:FGSG_09592	4;4;4;4	5932718;5933530;5934654;5935407	5933479;5934599;5935368;5935517	+;+;+;+	2658	508
gene:FGSG_09591	4;4;4;4	5937334;5937980;5938170;5938546	5937738;5938065;5938465;5939357	+;+;+;+	1599	5708
gene:FGSG_09590	4;4;4	5939413;5939524;5939739	5939473;5939685;5940433	+;+;+	918	334
gene:FGSG_09589	4;4;4;4	5940788;5942993;5943135;5943229	5942914;5943067;5943166;5943328	-;-;-;-	2334	3157
gene:FGSG_13611	4;4	5944150;5944496	5944314;5945602	-;-	1272	321
gene:FGSG_13610	4;4	5948121;5949305	5949248;5949508	-;-	1332	657
gene:FGSG_09587	4;4;4;4	5949932;5950116;5950212;5950402	5950054;5950151;5950349;5950813	+;+;+;+	709	4911
gene:FGSG_09586	4;4;4	5950657;5951063;5951338	5951012;5951279;5951659	-;-;-	895	6374
gene:FGSG_09585	4	5955786	5958512	+	2727	1380
gene:FGSG_09584	4;4	5959177;5960302	5960244;5960895	-;-	1662	471
gene:FGSG_09583	4;4;4	5961537;5962592;5963846	5962535;5963776;5964010	-;-;-	2349	4298
gene:FGSG_09582	4	5965710	5967991	-	2282	1041
gene:FGSG_09581	4;4;4;4;4	5970186;5970349;5970664;5970754;5972909	5970290;5970564;5970689;5972816;5973498	+;+;+;+;+	3000	1084
gene:FGSG_09580	4;4;4;4;4	5973956;5975076;5975260;5975496;5975646	5975000;5975198;5975346;5975558;5975839	-;-;-;-;-	1512	11248
gene:FGSG_09579	4;4;4	5976627;5977016;5979153	5976951;5979096;5979863	+;+;+	3117	1036
gene:FGSG_09578	4;4;4	5980317;5980478;5982032	5980423;5981980;5982536	-;-;-	2115	598
gene:FGSG_09577	4;4;4;4;4;4;4;4;4;4	5982988;5983222;5983323;5983404;5983520;5983653;5983787;5983959;5984079;5984282	5983168;5983234;5983349;5983469;5983598;5983736;5983905;5984022;5984223;5984746	+;+;+;+;+;+;+;+;+;+	1243	4832
gene:FGSG_09576	4;4;4	5984899;5985424;5986647	5985351;5986591;5986759	-;-;-	1734	922
gene:FGSG_09575	4;4	5987891;5988027	5987967;5997591	+;+	9642	784
gene:FGSG_09574	4;4;4	5999455;5999872;6002440	5999690;6002380;6002726	+;+;+	3032	150771
gene:FGSG_09573	4;4;4;4;4	6003231;6003360;6003563;6004163;6005229	6003295;6003478;6004108;6005175;6005564	+;+;+;+;+	2079	673
gene:FGSG_09572	4;4	6006309;6006532	6006475;6008215	-;-	1851	1351
gene:FGSG_09571	4;4	6009682;6010751	6010691;6010883	-;-	1143	26
gene:FGSG_09570	4;4;4	6013710;6013955;6014171	6013904;6014103;6014339	+;+;+	513	40
gene:FGSG_20738	4	6014759	6014853	+	95	5
gene:FGSG_09569	4	6015555	6016601	+	1047	64
gene:FGSG_09568	4;4;4	6016788;6017836;6018240	6017773;6018183;6018618	-;-;-	1713	264
gene:FGSG_09567	4	6019249	6021773	-	2525	158
gene:FGSG_09566	4;4;4;4	6022286;6022587;6023275;6024486	6022324;6023220;6024427;6026223	-;-;-;-	3564	679
gene:FGSG_09565	4;4;4	6029811;6030682;6031275	6030631;6031220;6031588	-;-;-	1674	795
gene:FGSG_09564	4;4	6033785;6034517	6034465;6035732	+;+	1897	1404
gene:FGSG_09563	4;4	6035735;6036322	6036273;6037330	-;-	1548	801
gene:FGSG_09562	4	6037958	6038953	-	996	331
gene:FGSG_13609	4	6041480	6041959	-	480	6
gene:FGSG_09560	4;4;4	6042818;6043832;6044545	6043779;6044428;6045144	-;-;-	2159	6039
gene:FGSG_13608	4;4	6045349;6045701	6045572;6045827	+;+	351	3
gene:FGSG_13607	4;4	6052233;6055270	6055210;6055660	-;-	3369	1512
gene:FGSG_13606	4	6056885	6058441	-	1557	63
gene:FGSG_09558	4;4;4;4	6061834;6061981;6062214;6062621	6061931;6062108;6062570;6064590	+;+;+;+	2553	447
gene:FGSG_09557	4;4;4;4	6064950;6066393;6066549;6066777	6066345;6066491;6066724;6066917	-;-;-;-	1812	307
gene:FGSG_09556	4;4;4;4;4	6069244;6070156;6070502;6070652;6070828	6069801;6070447;6070597;6070774;6071902	+;+;+;+;+	2144	21370
gene:FGSG_13605	4;4;4	6072266;6072498;6073300	6072398;6073238;6073709	+;+;+	1284	2956
gene:FGSG_09555	4;4;4	6074114;6074276;6074983	6074220;6074918;6075137	+;+;+	905	6814
gene:FGSG_09554	4;4	6077327;6077569	6077515;6078750	+;+	1371	4839
gene:FGSG_09553	4	6079135	6081074	-	1940	737
gene:FGSG_09552	4;4;4	6082233;6082721;6083384	6082648;6083225;6083708	-;-;-	1246	85203
gene:FGSG_09551	4;4;4	6084501;6084715;6085347	6084514;6085252;6087838	+;+;+	3044	3654
gene:FGSG_20737	4	6087983	6088077	+	95	3
gene:FGSG_09550	4;4	6090438;6090690	6090630;6091423	+;+	927	99
gene:FGSG_09549	4;4	6092188;6093047	6092995;6093123	+;+	885	2770
gene:FGSG_13604	4;4;4	6093933;6094107;6095562	6093949;6095509;6095899	-;-;-	1758	5
gene:FGSG_09548	4;4;4	6096759;6097403;6097764	6097350;6097711;6099361	-;-;-	2499	2047
gene:FGSG_13603	4;4	6101587;6101665	6101648;6101923	-;-	321	0
gene:FGSG_09547	4;4;4;4	6105267;6105575;6105807;6106141	6105521;6105707;6106034;6106207	-;-;-;-	683	9725
gene:FGSG_09546	4;4;4	6106616;6106901;6107597	6106847;6107544;6107704	+;+;+	984	1661
gene:FGSG_09545	4;4;4	6107843;6108254;6108406	6108199;6108355;6108535	-;-;-	589	3206
gene:FGSG_09544	4	6108893	6110510	-	1618	3178
gene:FGSG_09543	4;4	6111344;6111915	6111873;6112713	-;-	1329	322
gene:FGSG_09542	4	6113275	6114111	+	837	2897
gene:FGSG_09541	4;4	6114960;6115249	6115198;6116212	+;+	1203	1124
gene:FGSG_09540	4	6118383	6118778	+	396	1647
gene:FGSG_09539	4;4	6120375;6122383	6122332;6123418	+;+	2994	2205
gene:FGSG_09538	4;4;4	6123481;6125209;6125304	6125144;6125257;6125525	-;-;-	1935	463
gene:FGSG_13602	4;4	6125625;6126045	6125912;6126083	-;-	327	2
gene:FGSG_09537	4	6126984	6127427	+	444	83
gene:FGSG_09536	4;4	6127878;6128748	6128369;6129707	+;+	1452	108
gene:FGSG_09535	4;4;4;4	6130025;6130099;6130823;6130956	6130043;6130751;6130905;6131178	-;-;-;-	978	18143
gene:FGSG_09534	4;4	6134238;6134532	6134475;6137879	+;+	3586	810
gene:FGSG_09533	4	6137543	6138612	-	1070	1539
gene:FGSG_09532	4	6139366	6140439	+	1074	2304
gene:FGSG_09531	4;4;4	6140502;6141043;6141213	6140989;6141156;6141540	-;-;-	930	6323
gene:FGSG_09530	4;4;4;4	6141766;6143166;6143347;6143553	6143117;6143288;6143370;6143701	-;-;-;-	1648	25600
gene:FGSG_09529	4	6145283	6145966	-	684	16
gene:FGSG_09528	4;4;4	6146390;6147825;6147953	6147775;6147905;6148738	-;-;-	2253	3389
gene:FGSG_09527	4;4	6156462;6156755	6156491;6160102	+;+	3378	388
gene:FGSG_09526	4;4;4;4;4;4	6161492;6164277;6165519;6167420;6167557;6168167	6164203;6165471;6167375;6167507;6168115;6168210	-;-;-;-;-;-	6455	4165
gene:FGSG_09525	4;4;4	6170867;6171324;6171685	6171271;6171624;6172721	-;-;-	1743	4256
gene:FGSG_09524	4	6173296	6175946	-	2651	556
gene:FGSG_09523	4;4	6180144;6180534	6180406;6180918	-;-	648	78
gene:FGSG_09522	4;4;4	6183052;6184633;6184900	6184582;6184780;6184948	-;-;-	1728	8784
gene:FGSG_13601	4	6187382	6188275	+	894	169
gene:FGSG_09521	4	6189416	6190531	-	1116	9
gene:FGSG_09520	4;4	6192105;6194457	6194392;6194466	-;-	2298	664
gene:FGSG_09519	4	6195198	6196433	+	1236	453
gene:FGSG_09518	4;4	6196493;6196975	6196927;6197435	-;-	896	637
gene:FGSG_09517	4;4	6197773;6198904	6198846;6199868	+;+	2039	2326
gene:FGSG_09516	4;4;4;4;4;4	6200165;6200336;6201105;6201281;6202614;6202961	6200269;6201060;6201173;6202571;6202674;6203025	+;+;+;+;+;+	2316	4138
gene:FGSG_09515	4;4;4	6207574;6207693;6211032	6207614;6210980;6211725	+;+;+	4023	1709
gene:FGSG_09514	4;4;4	6213453;6213767;6214117	6213693;6214075;6214160	+;+;+	594	237
gene:FGSG_09513	4;4;4	6215789;6217168;6218097	6217137;6218029;6218681	-;-;-	2796	986
gene:FGSG_09512	4;4	6219414;6219761	6219698;6220841	+;+	1366	7122
gene:FGSG_09511	4;4	6220839;6221246	6221135;6221601	-;-	653	6038
gene:FGSG_09510	4;4;4;4;4;4	6222633;6223756;6224621;6225034;6225306;6225737	6223703;6224485;6224988;6225262;6225685;6225958	+;+;+;+;+;+	3000	476
gene:FGSG_09509	4;4;4;4	6226121;6229406;6229553;6230961	6229357;6229498;6230866;6231005	-;-;-;-	4689	368
gene:FGSG_09508	4	6231476	6232869	+	1394	2016
gene:FGSG_09507	4;4	6232899;6235091	6235046;6236000	-;-	3058	6058
gene:FGSG_13600	4	6237757	6238143	+	387	8
gene:FGSG_09506	4;4;4;4;4;4;4	6241466;6241539;6241593;6241760;6241864;6242429;6242510	6241505;6241557;6241626;6241778;6242142;6242451;6242959	+;+;+;+;+;+;+	864	96
gene:FGSG_09505	4;4;4;4	6243114;6244130;6244355;6244426	6244075;6244225;6244370;6244745	-;-;-;-	1394	3804
gene:FGSG_09504	4;4;4	6245745;6246030;6246824	6245982;6246774;6247235	+;+;+	1395	1163
gene:FGSG_09503	4;4;4	6247223;6248518;6248668	6248456;6248609;6248854	-;-;-	1513	1472
gene:FGSG_09502	4;4	6249399;6249876	6249802;6250827	-;-	1356	22
gene:FGSG_09501	4;4;4	6252023;6252142;6252321	6252086;6252266;6252521	+;+;+	390	10
gene:FGSG_09500	4;4	6252622;6253182	6253131;6253453	-;-	782	1802
gene:FGSG_09499	4;4	6254170;6254470	6254419;6256185	+;+	1966	3495
gene:FGSG_09498	4;4	6256181;6256620	6256564;6256928	-;-	693	1670
gene:FGSG_09497	4;4;4	6257351;6257897;6259060	6257778;6259001;6259235	+;+;+	1709	3478
gene:FGSG_09496	4;4	6259564;6261147	6261096;6261191	-;-	1578	333
gene:FGSG_09495	4;4;4	6261936;6262913;6264804	6262866;6264747;6265205	+;+;+	3168	1351
gene:FGSG_13599	4	6264993	6265496	+	504	10
gene:FGSG_13598	4;4	6268749;6269109	6268874;6269294	+;+	312	0
gene:FGSG_09494	4	6269851	6271205	+	1355	83
gene:FGSG_09493	4	6272294	6272969	+	676	6487
gene:FGSG_09492	4;4;4;4	6273695;6274231;6275317;6275629	6274186;6275256;6275539;6276417	-;-;-;-	2530	1172
gene:FGSG_13597	4;4;4	6278715;6278830;6279117	6278726;6279078;6279227	-;-;-	372	2
gene:FGSG_09491	4;4	6283085;6285985	6285935;6287083	+;+	3950	16552
gene:FGSG_13596	4;4	6287987;6288084	6288034;6288896	+;+	861	940
gene:FGSG_09490	4;4;4;4	6289300;6289521;6289915;6290441	6289371;6289868;6290376;6290653	-;-;-;-	1095	520
gene:FGSG_09489	4;4;4;4	6292675;6293274;6293504;6293768	6293187;6293387;6293639;6293935	-;-;-;-	931	25241
gene:FGSG_09488	4;4;4	6294127;6294932;6295534	6294884;6295103;6295574	-;-;-	971	1817
gene:FGSG_09487	4;4	6299411;6299891	6299827;6300166	+;+	693	374
gene:FGSG_09486	4;4	6300572;6301553	6301502;6303036	-;-	2415	714
gene:FGSG_09485	4;4;4	6304666;6304864;6305019	6304812;6304972;6305894	+;+;+	1132	2325
gene:FGSG_09484	4;4;4;4	6306083;6306753;6307469;6307743	6306707;6307422;6307664;6307967	-;-;-;-	1716	2178
gene:FGSG_09483	4	6308845	6310554	-	1710	8
gene:FGSG_09482	4;4;4;4;4	6311421;6311711;6312042;6312568;6312655	6311664;6311993;6312478;6312596;6312822	-;-;-;-;-	1161	6393
gene:FGSG_09481	4;4;4	6314173;6315266;6315773	6315213;6315712;6316320	+;+;+	2036	953
gene:FGSG_09480	4	6316503	6317216	-	714	840
gene:FGSG_09479	4;4	6317663;6318252	6318199;6319136	-;-	1422	74
gene:FGSG_09478	4;4	6321105;6321643	6321594;6322877	+;+	1725	103
gene:FGSG_09477	4;4	6323315;6324085	6324035;6325166	+;+	1803	10
gene:FGSG_09476	4;4;4;4	6328090;6328995;6329081;6329540	6328944;6329027;6329490;6330433	+;+;+;+	2192	2658
gene:FGSG_09475	4;4;4;4	6331059;6331400;6331823;6332691	6331345;6331776;6332640;6333017	+;+;+;+	1809	307
gene:FGSG_09474	4;4;4;4	6333131;6333306;6333797;6334013	6333259;6333746;6333966;6334406	-;-;-;-	1134	163
gene:FGSG_09473	4	6334798	6336108	-	1311	18
gene:FGSG_13595	4;4	6336935;6337418	6337274;6337443	-;-	366	23
gene:FGSG_09471	4;4;4;4;4	6337675;6338040;6339340;6339639;6339881	6337982;6339284;6339580;6339823;6340236	-;-;-;-;-	2335	75511
gene:FGSG_09470	4	6340690	6342362	-	1673	16
gene:FGSG_09469	4;4	6344204;6345234	6345187;6345344	+;+	1095	24
gene:FGSG_20736	4	6346212	6346328	+	117	4
gene:FGSG_20735	4	6346674	6346779	+	106	0
gene:FGSG_09468	4;4	6346905;6347516	6347480;6347608	-;-	669	10
gene:FGSG_13594	4;4	6348126;6348351	6348299;6348734	+;+	558	0
gene:FGSG_13593	4;4;4	6349045;6349287;6349535	6349219;6349371;6349682	-;-;-	408	0
gene:FGSG_09467	4;4	6350652;6351668	6351175;6351686	-;-	543	0
gene:FGSG_09466	4;4;4;4	6352345;6353599;6353837;6354524	6353552;6353790;6354472;6354818	-;-;-;-	2331	2397
gene:FGSG_09465	4;4;4	6355554;6355668;6356833	6355609;6356784;6357294	+;+;+	1635	10727
gene:FGSG_09464	4;4;4;4	6357612;6358053;6358357;6358664	6358001;6358302;6358617;6359064	+;+;+;+	1302	158
gene:FGSG_09463	4;4;4	6359401;6359674;6360140	6359619;6360090;6360352	-;-;-	849	0
gene:FGSG_13592	4	6363214	6363564	-	351	12
gene:FGSG_09462	4	6364297	6366541	+	2245	953
gene:FGSG_09461	4;4;4;4;4	6368606;6369396;6369582;6370669;6371108	6368630;6369442;6370613;6371046;6371341	-;-;-;-;-	1716	0
gene:FGSG_09460	4;4;4	6371691;6371872;6372285	6371832;6372158;6373475	+;+;+	1620	6
gene:FGSG_09459	4;4	6374219;6374662	6374596;6375178	+;+	895	20
gene:FGSG_09458	4;4;4;4;4	6380468;6380694;6380816;6381034;6381210	6380499;6380749;6380996;6381067;6381239	+;+;+;+;+	333	17
gene:FGSG_09457	4;4	6385571;6387208	6387159;6387307	-;-	1689	1151
gene:FGSG_09456	4;4;4	6391984;6392861;6393384	6392807;6393331;6394672	+;+;+	2584	28901
gene:FGSG_20734	4	6395927	6396021	-	95	2
gene:FGSG_13591	4	6396705	6397043	-	339	2
gene:FGSG_09455	4;4;4	6398126;6398841;6399655	6398789;6399601;6399855	+;+;+	1626	3330
gene:FGSG_09454	4;4;4;4;4;4	6403122;6403257;6403375;6405402;6405696;6405856	6403170;6403315;6405354;6405645;6405804;6406042	+;+;+;+;+;+	2628	7333
gene:FGSG_13590	4	6409085	6409234	-	150	12
gene:FGSG_13589	4	6409489	6409584	-	96	6
gene:FGSG_13588	4;4;4;4;4;4;4	6411718;6412222;6412574;6412771;6412962;6413065;6413184	6411795;6412561;6412629;6412814;6413031;6413090;6413316	+;+;+;+;+;+;+	747	3
gene:FGSG_09453	4;4	6414912;6415621	6415508;6416473	+;+	1450	7805
gene:FGSG_13587	4;4;4	6416436;6417185;6417745	6417133;6417587;6417876	-;-;-	1233	156
gene:FGSG_13586	4;4;4	6418894;6419017;6419317	6418927;6419184;6422207	-;-;-	3093	184
gene:FGSG_09451	4	6423541	6424074	+	534	635
gene:FGSG_09450	4;4;4	6424565;6424706;6425444	6424637;6425386;6425574	+;+;+	885	754
gene:FGSG_09449	4;4	6427221;6427919	6427858;6428144	+;+	864	13
gene:FGSG_20733	4	6429728	6429822	+	95	9
gene:FGSG_09448	4;4;4;4	6429908;6429999;6430435;6431787	6429949;6430100;6431729;6432096	-;-;-;-	1749	777
gene:FGSG_20732	4	6432939	6433021	-	83	4
gene:FGSG_13585	4	6433289	6435742	-	2454	978
gene:FGSG_13584	4;4;4	6435886;6436240;6436695	6436186;6436643;6436812	-;-;-	823	2113
gene:FGSG_09446	4;4;4	6437013;6437093;6437265	6437039;6437223;6438141	+;+;+	1035	1281
gene:FGSG_09445	4;4;4;4	6438221;6439535;6440350;6440507	6439492;6440297;6440461;6440666	-;-;-;-	2307	8
gene:FGSG_09444	4;4	6441161;6441698	6441646;6442710	-;-	1499	3251
gene:FGSG_09443	4	6444021	6444416	-	396	857
gene:FGSG_09442	4	6447698	6448589	+	892	674
gene:FGSG_09441	4	6448977	6451628	-	2652	199
gene:FGSG_09440	4;4;4;4;4;4;4	6452959;6453442;6453536;6453750;6453964;6456510;6456740	6453389;6453483;6453675;6453912;6456446;6456691;6457363	-;-;-;-;-;-;-	4065	4412
gene:FGSG_20731	4	6458936	6459017	+	82	1
gene:FGSG_13583	4;4;4	6460960;6461089;6466592	6460980;6466554;6466780	+;+;+	5676	2
gene:FGSG_13582	4;4;4	6467831;6467984;6472850	6467936;6472814;6472919	+;+;+	5007	2
gene:FGSG_13581	4;4;4	6473335;6480108;6480498	6480070;6480367;6480686	+;+;+	7185	4
gene:FGSG_11638	4	6483476	6483838	+	363	70
gene:FGSG_13580	4;4	6488476;6488616	6488581;6489031	-;-	522	19
gene:FGSG_09439	4;4;4;4;4;4;4	6489709;6489950;6490226;6490583;6490726;6490913;6491075	6489897;6490178;6490322;6490677;6490791;6491021;6491205	-;-;-;-;-;-;-	916	619
gene:FGSG_09438	4;4	6491398;6491579	6491517;6492091	+;+	633	4103
gene:FGSG_09437	4;4;4	6492260;6493003;6493208	6492948;6493162;6494480	-;-;-	2122	1380
gene:FGSG_09436	4;4	6495029;6495290	6495236;6495716	+;+	635	601
gene:FGSG_09435	4;4;4	6500438;6500569;6500927	6500518;6500877;6501445	+;+;+	909	1778
gene:FGSG_09434	4;4	6502552;6502980	6502926;6503120	-;-	516	431
gene:FGSG_09433	4;4;4;4;4	6503391;6503444;6503921;6504093;6504249	6503409;6503723;6504042;6504187;6504371	-;-;-;-;-	639	4
gene:FGSG_09432	4;4;4;4	6506878;6507213;6507320;6508090	6507157;6507272;6508039;6509546	+;+;+;+	2517	8466
gene:FGSG_09431	4;4	6508833;6509663	6509545;6509735	-;-	786	4172
gene:FGSG_09430	4;4;4;4	6510520;6510815;6510983;6511079	6510760;6510865;6511012;6511188	-;-;-;-	432	18042
gene:FGSG_09429	4;4	6511999;6512743	6512692;6513461	+;+	1413	2032
gene:FGSG_09428	4;4	6513622;6514408	6514326;6514847	-;-	1145	870
gene:FGSG_09427	4;4	6515213;6515520	6515469;6516441	+;+	1179	280
gene:FGSG_13579	4;4	6516845;6516924	6516863;6517129	-;-	225	158
gene:FGSG_13578	4;4	6517563;6517671	6517594;6517731	-;-	93	25
gene:FGSG_13577	4;4	6518447;6518769	6518724;6518889	-;-	399	0
gene:FGSG_13576	4;4;4	6520103;6520590;6520801	6520409;6520768;6520806	-;-;-	492	11
gene:FGSG_09425	4;4;4	6522846;6523858;6523976	6523803;6523920;6524295	+;+;+	1341	1103
gene:FGSG_09424	4;4	6525390;6525567	6525512;6527351	+;+	1908	301
gene:FGSG_09423	4;4;4;4	6527490;6528610;6528954;6529612	6528559;6528897;6529267;6529966	-;-;-;-	2027	2682
gene:FGSG_09422	4;4;4	6533178;6533511;6533741	6533453;6533684;6534530	+;+;+	1240	2691
gene:FGSG_09421	4;4;4;4;4;4	6535118;6535422;6535940;6536221;6536423;6536643	6535370;6535889;6536165;6536337;6536498;6536657	-;-;-;-;-;-	1155	5771
gene:FGSG_09420	4;4;4	6537677;6537929;6538076	6537785;6538026;6538975	+;+;+	1107	717
gene:FGSG_09419	4;4	6539128;6540093	6540041;6540099	-;-	921	689
gene:FGSG_09418	4;4;4;4;4;4	6540755;6540965;6541165;6541637;6541750;6542438	6540899;6541114;6541556;6541697;6542384;6542593	+;+;+;+;+;+	1539	2406
gene:FGSG_09417	4;4;4	6542926;6543384;6545059	6543330;6544916;6545275	-;-;-	2155	3468
gene:FGSG_09416	4	6546798	6547470	+	673	26
gene:FGSG_13575	4;4;4;4;4	6548064;6548246;6548369;6548431;6549440	6548156;6548318;6548378;6549383;6549878	+;+;+;+;+	1568	596
gene:FGSG_13574	4;4;4;4	6550170;6550285;6550451;6551162	6550237;6550400;6551038;6551190	+;+;+;+	801	4
gene:FGSG_09414	4	6551815	6553476	-	1662	2022
gene:FGSG_09413	4;4	6553768;6553996	6553896;6555339	+;+	1473	830
gene:FGSG_09412	4;4;4	6560928;6561278;6562550	6561096;6562502;6563255	+;+;+	2100	1125
gene:FGSG_13573	4	6563624	6564133	-	510	16
gene:FGSG_13572	4;4;4	6567191;6567372;6567627	6567303;6567515;6567849	+;+;+	480	4
gene:FGSG_20062	4	6568852	6568967	+	116	0
gene:FGSG_09411	4;4	6570395;6570496	6570444;6570982	+;+	537	0
gene:FGSG_13571	4;4;4	6578413;6578697;6579162	6578476;6579080;6579337	+;+;+	624	91
gene:FGSG_09410	4;4	6581039;6581300	6581243;6582012	+;+	918	713
gene:FGSG_09409	4	6595476	6596018	+	543	144
gene:FGSG_09408	4;4;4	6597296;6599538;6600110	6599483;6600005;6600312	-;-;-	2859	1193
gene:FGSG_09407	4;4	6601836;6602410	6602366;6602442	+;+	564	93
gene:FGSG_09406	4	6604212	6608780	-	4569	1109
gene:FGSG_13570	4;4;4	6609747;6610593;6610783	6610544;6610642;6611359	-;-;-	1425	454
gene:FGSG_13569	4	6612103	6614022	-	1920	123
gene:FGSG_09404	4;4;4;4;4	6614544;6614634;6614698;6615320;6615573	6614565;6614642;6615036;6615498;6615761	-;-;-;-;-	738	362
gene:FGSG_09403	4;4;4	6619045;6619596;6619740	6619538;6619684;6620345	+;+;+	1189	3982
gene:FGSG_09402	4;4;4;4	6621886;6621990;6622233;6622410	6621901;6622099;6622358;6623402	+;+;+;+	1245	2668
gene:FGSG_09401	4;4	6624874;6625787	6625731;6626522	+;+	1594	1493
gene:FGSG_09400	4;4	6627087;6627516	6627457;6628101	+;+	957	530
gene:FGSG_09399	4;4;4;4;4	6628551;6628762;6629009;6629347;6629629	6628675;6628957;6629296;6629575;6629735	+;+;+;+;+	945	3547
gene:FGSG_09398	4;4;4	6629919;6631091;6631410	6630958;6631259;6631638	-;-;-	1438	1581
gene:FGSG_09397	4;4;4	6632246;6632704;6633355	6632647;6633286;6634064	-;-;-	1695	8447
gene:FGSG_09396	4;4;4;4;4;4	6634645;6634810;6635557;6635618;6635872;6635995	6634751;6635509;6635564;6635815;6635945;6636104	-;-;-;-;-;-	1197	474
gene:FGSG_09395	4;4	6637112;6637430	6637374;6639401	+;+	2235	1204
gene:FGSG_09394	4	6640615	6644780	+	4166	2
gene:FGSG_09393	4;4	6645295;6645435	6645360;6647195	+;+	1827	892
gene:FGSG_09392	4;4;4	6647336;6648136;6648268	6648063;6648206;6648459	-;-;-	991	4645
gene:FGSG_09391	4	6648872	6651553	+	2682	1690
gene:FGSG_09390	4	6652118	6653410	-	1293	67
gene:FGSG_09389	4	6654661	6655347	-	687	91
gene:FGSG_09388	4;4	6656729;6657153	6657098;6657178	+;+	396	14
gene:FGSG_09387	4;4	6661044;6661375	6661316;6661593	-;-	492	0
gene:FGSG_09386	4;4;4	6662748;6663374;6663447	6663318;6663391;6663640	-;-;-	783	961
gene:FGSG_09385	4;4;4	6664040;6664798;6665127	6664746;6665074;6665411	+;+;+	1269	690
gene:FGSG_09384	4;4	6665859;6666170	6666118;6667751	-;-	1842	744
gene:FGSG_09383	4;4	6670278;6670549	6670483;6671017	-;-	675	17
gene:FGSG_09382	4;4;4;4	6675665;6676397;6676742;6676994	6676336;6676687;6676937;6677163	+;+;+;+	1329	288
gene:FGSG_09381	4;4;4;4	6678267;6678434;6678647;6679758	6678383;6678595;6679700;6679813	-;-;-;-	1389	9632
gene:FGSG_09380	4;4;4	6681583;6682049;6683428	6681981;6683376;6683784	+;+;+	2084	6990
gene:FGSG_09379	4	6684706	6686895	-	2190	464
gene:FGSG_09378	4	6688812	6690243	+	1432	1465
gene:FGSG_09377	4;4;4;4;4	6690260;6691803;6692388;6692673;6692788	6691670;6692336;6692622;6692732;6692821	-;-;-;-;-	2274	301
gene:FGSG_09376	4	6694039	6695553	-	1515	86
gene:FGSG_09375	4	6696448	6697863	+	1416	2
gene:FGSG_09374	4;4;4	6703019;6703442;6703892	6703383;6703837;6703985	+;+;+	855	1289
gene:FGSG_09373	4	6704867	6706571	+	1705	24708
gene:FGSG_09372	4	6706658	6707593	-	936	2
gene:FGSG_09371	4;4;4;4;4;4;4	6708315;6708983;6709214;6709445;6709649;6709826;6710435	6708934;6709163;6709392;6709593;6709773;6710287;6710464	-;-;-;-;-;-;-	1746	441
gene:FGSG_09370	4;4;4;4	6713265;6713797;6713913;6714453	6713737;6713861;6714400;6714602	-;-;-;-	1176	285
gene:FGSG_09369	4;4	6717923;6718589	6718540;6718957	-;-	987	2
gene:FGSG_09368	4;4	6720029;6720206	6720152;6723087	+;+	3006	132
gene:FGSG_09367	4;4;4;4	6724751;6725022;6726334;6726486	6724976;6726277;6726432;6726590	+;+;+;+	1686	21
gene:FGSG_09366	4	6728359	6729744	+	1386	20080
gene:FGSG_20730	4	6730136	6730226	-	91	14
gene:FGSG_09365	4;4	6731128;6731510	6731449;6731778	+;+	591	394
gene:FGSG_09364	4	6732219	6733241	-	1023	97
gene:FGSG_09363	4;4	6733888;6734248	6734196;6734889	+;+	951	1522
gene:FGSG_09362	4;4	6734915;6736394	6736336;6736546	-;-	1575	6286
gene:FGSG_09361	4;4;4	6737040;6737201;6737483	6737142;6737429;6738662	+;+;+	1512	2010
gene:FGSG_09360	4	6738280	6739979	-	1700	409
gene:FGSG_09359	4;4	6740595;6741607	6741560;6742462	+;+	1822	7463
gene:FGSG_09358	4;4;4	6742784;6743025;6743382	6742977;6743326;6743791	+;+;+	906	46
gene:FGSG_09357	4;4	6745557;6745871	6745745;6746107	+;+	426	766
gene:FGSG_09356	4;4	6747391;6747550	6747417;6748656	+;+	1134	10
gene:FGSG_09354	4;4	6750848;6752242	6752191;6752295	+;+	1398	1396
gene:FGSG_13568	4	6752525	6752872	-	348	0
gene:FGSG_13567	4;4;4	6753217;6753483;6753810	6753348;6753502;6753975	+;+;+	318	0
gene:FGSG_09353	4	6756740	6757954	+	1215	32
gene:FGSG_09352	4;4;4;4	6758138;6758660;6758830;6759260	6758605;6758777;6759208;6759448	-;-;-;-	1154	10
gene:FGSG_09351	4;4;4	6761061;6761408;6762593	6761357;6762541;6762721	+;+;+	1560	1466
gene:FGSG_09350	4	6762737	6765028	-	2292	283
gene:FGSG_09349	4;4;4;4;4;4;4;4	6765350;6765900;6766076;6766283;6766629;6767418;6767803;6768108	6765829;6765965;6766208;6766572;6767197;6767445;6767968;6768118	-;-;-;-;-;-;-;-	1743	16
